work_location,dedication,contract_type,last_monthly_salary_or_net,job_type,experience_years,people_under_charge,used_platforms,used_technologies,used_frameworks,databases,qa_testing,max_studies_level,state,edu_institution,age,gender,salary_dollarized,seniority,salary
Buenos Aires,Full-Time,Contractor,306000.0,Developer,1,0,"Docker, Linux",Python,Django,PostgreSQL,Postman,Universitario,En curso,UTN - Universidad Tecnológica Nacional,31,Hombre Cis,False,Junior,306000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),614000.0,Technical Leader,11,9,"Docker, Google Cloud Platform, Kubernetes, Linux","Javascript, Python","Django, Next.js, React.js, Vue.js, FastAPI","ElasticSearch, PostgreSQL",Ninguna de las anteriores,Universitario,Incompleto,UCAECE - Centro de Altos Estudios en Ciencias Exactas,32,Hombre Cis,False,Senior,1180000.0
Buenos Aires,Full-Time,Staff (planta permanente),153000.0,Manager / Director,1,4,"Amazon Web Services, Azure, Google Cloud Platform, Windows Server","Python, SQL","Django, WordPress","Google Cloud Storage, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,Posgrado/Especialización,Completo,UBA - Universidad de Buenos Aires,27,Mujer Cis,False,Junior,195000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),451011.0,Chapter leader,3,9,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,34,Mujer Cis,False,Semi-Senior,642000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),180000.0,Developer,1,0,"Docker, Linux","HTML, Javascript, PHP, SQL, TypeScript","Bootstrap, jQuery, Laravel, Vue.js","MariaDB, MySQL, SQLite","Jest, PHPUnit, Postman",Universitario,En curso,UNQ - Universidad Nacional de Quilmes,23,Hombre Cis,False,Junior,186000.0
Buenos Aires,Full-Time,Staff (planta permanente),495000.0,Developer,5,0,"Docker, Kubernetes, Microcontroladores, OpenShift","Java, Kotlin",Spring,"MongoDB, Oracle","JUnit, Postman",Universitario,Incompleto,UNLaM - Universidad Nacional de La Matanza,28,Hombre Cis,False,Semi-Senior,660000.0
San Juan,Part-Time,Contractor,117000.0,Developer,6,0,"Docker, Linux, VMWare, Windows Server","HTML, Javascript, Python, SQL, TypeScript","Next.js, Node.js, React.js",Microsoft SQL Server,Ninguna de las anteriores,Universitario,En curso,UNLaR - Universidad Nacional De La Rioja,34,Hombre Cis,False,Senior,127000.0
Buenos Aires,Full-Time,Staff (planta permanente),288684.0,Developer,3,0,"Docker, Kubernetes, Linux","HTML, Java, Javascript","Bootstrap, Node.js, React.js, Spring","Microsoft SQL Server, MySQL",Ninguna de las anteriores,Terciario,Incompleto,UTN - Universidad Tecnológica Nacional,25,Hombre Cis,False,Semi-Senior,347812.0
Neuquén,Full-Time,Staff (planta permanente),521664.0,BI Analyst / Data Analyst,2,0,Azure,Python,Ninguno de los anteriores,"Microsoft SQL Server, SQLite",Ninguna de las anteriores,Universitario,En curso,UNCOMA - Universidad Nacional del Comahu,28,Hombre Cis,False,Junior,432000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),595000.0,Technical Leader,27,8,"Linux, Solaris, Windows Server",".NET, Bash/Shell, CSS, HTML, Javascript, SQL, VBA",".NET Core, jQuery, WordPress","MariaDB, Microsoft SQL Server, MySQL, Oracle",Postman,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,49,Hombre Cis,False,Senior,855000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),140000.0,Consultant,32,0,"Azure, VMWare, Windows Server",SQL,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Universitario,Completo,ORT,50,Prefiero no decir,False,Senior,160000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,506000.0,Developer,13,0,Ninguna de las anteriores,".NET, C#, HTML, Javascript, SQL",".NET Core, Node.js, React.js","Microsoft SQL Server, Oracle","Postman, Visual Studio Coded UI",Universitario,Completo,UTN - Universidad Tecnológica Nacional,36,Hombre Cis,False,Senior,634000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),260060.43,Consultant,2,0,"Azure, Windows Server","HTML, Javascript, Python, SQL",Flask,Microsoft SQL Server,Ninguna de las anteriores,Terciario,Incompleto,UNSAM - Universidad de San Martín,31,Prefiero no decir,False,Junior,309108.96
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),285000.0,Developer,2,0,"Azure, Docker","C#, CSS, HTML, Javascript, AL",.NET Core,Microsoft SQL Server,Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,29,Hombre Cis,False,Junior,344000.0
Córdoba,Full-Time,Staff (planta permanente),252000.0,HelpDesk,18,0,Windows Server,SQL,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,IUA - Instituto Universitario Aeronáutico,40,Mujer Cis,False,Senior,311000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),412000.0,Business Analyst,8,0,Ninguna de las anteriores,"SQL, Ninguno de los anteriores",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UADE - Universidad Argentina De la Empresa,31,Hombre Cis,False,Senior,568000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),330000.0,BI Analyst / Data Analyst,4,0,"Google Cloud Platform, SAP","CSS, HTML, Python, R, SQL",Ninguno de los anteriores,"Google Cloud Storage, MySQL, Teradata",Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,31,No binarie,False,Semi-Senior,412000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),496636.0,Developer,4,0,"Amazon Web Services, Docker","Go, Gherkin",Gin,Amazon DynamoDB,Postman,Universitario,En curso,UTN - Universidad Tecnológica Nacional,33,Hombre Cis,False,Semi-Senior,636480.0
Corrientes,Full-Time,Staff (planta permanente),215000.0,Consultant,1,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,39,Prefiero no decir,False,Junior,260000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),406000.0,Networking,10,0,"Azure, Google Cloud Platform, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,UNSAM - Universidad de San Martín,33,Hombre Cis,False,Senior,523500.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),305303.0,Developer,2,0,Ninguna de las anteriores,"Smalltalk, SQL",Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,Universitario,En curso,UADE - Universidad Argentina De la Empresa,24,Hombre Cis,False,Junior,367834.55
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),550000.0,Developer,3,0,"Amazon Web Services, Docker, Serverless","Java, Javascript, Kotlin, TypeScript","Node.js, Spring","Amazon RDS/Aurora, MySQL, Redis","Jest, JUnit, Postman",Terciario,En curso,UNQ - Universidad Nacional de Quilmes,24,Hombre Cis,False,Semi-Senior,660000.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),250000.0,Developer,2,0,"Firebase, VMWare",".NET, C#, Javascript",Flutter,MySQL,Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,28,Hombre Cis,False,Junior,273000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,Developer,2,0,Ninguna de las anteriores,"Javascript, Smalltalk, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Universitario,Completo,UNQ - Universidad Nacional de Quilmes,23,Mujer Cis,False,Junior,240000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),340000.0,Developer,3,0,"Azure, OpenShift",".NET, Javascript",".NET Core, React.js",Microsoft SQL Server,Ninguna de las anteriores,Universitario,Incompleto,UAI - Universidad Abierta Interamericana,26,Hombre Cis,False,Semi-Senior,450000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),570000.0,Manager / Director,31,5,"Google Cloud Platform, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Universitario,Completo,UAI - Universidad Abierta Interamericana,56,Hombre Cis,False,Senior,950000.0
Buenos Aires,Full-Time,Staff (planta permanente),300000.0,Developer,1,0,"Docker, Kubernetes, OpenShift","Java, SQL, XML",Apache Camel,"MySQL, Oracle","Postman, SoapUI",Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,31,Hombre Cis,False,Junior,361500.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),215000.0,Developer,2,0,Azure,".NET, C#, Dart, HTML, Javascript",".NET Core, Flutter, React.js","Microsoft SQL Server, SQLite","NUnit, Xunit",Universitario,En curso,UBA - Universidad de Buenos Aires,22,Hombre Cis,False,Junior,259036.0
Buenos Aires,Full-Time,Staff (planta permanente),215000.0,Developer,3,0,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, Ruby, SQL","Bootstrap, Node.js, Rails","PostgreSQL, Redis","Postman, RSpec, Selenium",Universitario,Completo,UNLP - Universidad Nacional de La Plata,29,Mujer Cis,False,Semi-Senior,258000.0
Mendoza,Full-Time,Staff (planta permanente),490010.02,Data Scientist,3,0,Azure,"Python, SQL","Hadoop, Spark, TensorFlow","Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc), Teradata",Ninguna de las anteriores,Posgrado/Especialización,Completo,UTN - Universidad Tecnológica Nacional,34,Hombre Cis,False,Semi-Senior,744727.5
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),245000.0,Developer,1,0,"Amazon Web Services, Docker","HTML, Javascript, SQL, TypeScript","Node.js, React.js",PostgreSQL,Ninguna de las anteriores,Terciario,En curso,ORT,19,Hombre Cis,False,Junior,300000.0
Mendoza,Full-Time,Staff (planta permanente),426440.0,Data Scientist,4,0,"Docker, Google Cloud Platform, Linux","Bash/Shell, Python, R, SQL","TensorFlow, Torch","Google Cloud Storage, Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,Universitario,Completo,UNCUYO - Universidad Nacional de Cuyo,32,Mujer Cis,False,Semi-Senior,532440.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),676376.0,Developer,7,7,Mainframe,"COBOL, Java, SQL",Ninguno de los anteriores,"IBM Db2, Oracle",Ninguna de las anteriores,Terciario,Completo,ORT,27,Mujer Cis,False,Senior,1033337.0
Córdoba,Full-Time,Staff (planta permanente),390000.0,Developer,5,0,"Amazon Web Services, Docker, Google Cloud Platform, Serverless","Java, PHP, TypeScript","Angular, Node.js, React.js, Spring, WordPress","Amazon DynamoDB, Amazon RDS/Aurora, MySQL",Jest,Terciario,Completo,Universidad Siglo 21,30,Hombre Cis,False,Semi-Senior,475000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),377565.0,Developer,10,0,"Linux, Windows Server",Genexus,Ninguno de los anteriores,"Microsoft SQL Server, MySQL, Oracle",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,32,Hombre Cis,False,Senior,454897.08
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),354789.0,Storage / Backup,0,0,"Ninguna de las anteriores, herramientas de oracle","CSS, HTML, Javascript, SQL, plsql","Ninguno de los anteriores, apex",Oracle,Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,23,Hombre Cis,False,Junior,413712.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),510000.0,UX,4,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UNLP - Universidad Nacional de La Plata,29,No binarie,False,Semi-Senior,651000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),660000.0,Networking,13,0,"Amazon Web Services, Azure, Linux, SAP, Windows Server","Bash/Shell, PHP, Python, SQL",WordPress,"ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,Universitario,En curso,Universidad Siglo 21,35,Hombre Cis,False,Senior,840000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),220000.0,BI Analyst / Data Analyst,1,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,"Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,Posgrado/Especialización,Incompleto,UBA - Universidad de Buenos Aires,32,Hombre Cis,False,Junior,270000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),540000.0,Business Analyst,40,10,"Amazon Web Services, Azure, Docker, Google Cloud Platform, IBM Cloud / Watson, Kubernetes, Linux","HTML, Java, Javascript",React.js,varias de la lista,varias de la lista,Maestría,Completo,UCAECE - Centro de Altos Estudios en Ciencias Exactas,70,Hombre Cis,False,Senior,1000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),109000.0,Middleware,0,0,OpenShift,"Java, SQL","Spring, Quarkus",Microsoft SQL Server,Postman,Universitario,Incompleto,UNC - Universidad Nacional de Córdoba,36,Mujer Cis,False,Junior,130000.0
Chaco,Full-Time,Staff (planta permanente),1900000.0,Data Engineer,1,0,"Google Cloud Platform, SAP",Python,Apache BEAM,"Google Cloud Storage, Sybase, Big Query",Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,21,Prefiero no decir,False,Junior,230000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),441500.0,SysAdmin / DevOps / SRE,6,0,"Amazon Web Services, Kubernetes, Linux","Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, ElasticSearch, Oracle",Ninguna de las anteriores,Terciario,Incompleto,ORT,33,Hombre Cis,False,Senior,720000.0
Buenos Aires,Full-Time,Staff (planta permanente),411000.0,Technical Leader,18,5,"Azure, Docker, Linux, SAP","CSS, HTML, Java, Javascript, SQL","Angular, Hibernate, jQuery, React.js, SAP, Spring","MySQL, PostgreSQL",Ninguna de las anteriores,Universitario,Completo,UNLaM - Universidad Nacional de La Matanza,37,Hombre Cis,False,Senior,820000.0
Corrientes,Full-Time,Staff (planta permanente),140000.0,Networking,2,3,"Google Cloud Platform, Linux, VMWare, Mikrotik ","Ninguno de los anteriores, Mikrotik ",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UNNNE - Universidad Nacional del Nordeste,30,Hombre Cis,False,Junior,120000.0
Chubut,Full-Time,Staff (planta permanente),510000.0,SysAdmin / DevOps / SRE,18,11,"Linux, Serverless, Windows Server","Bash/Shell, Javascript, Python",Ninguno de los anteriores,"MariaDB, MySQL",Ninguna de las anteriores,Terciario,Completo,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,46,Hombre Cis,False,Senior,600000.0
Entre Ríos,Part-Time,Freelance,200000.0,Developer,5,2,Linux,Python,Tryton,PostgreSQL,Ninguna de las anteriores,Universitario,Completo,UADER - Universidad Autónoma de Entre Ríos,38,Hombre Cis,False,Semi-Senior,200000.0
Buenos Aires,Full-Time,Contractor,340000.0,Technical Leader,10,4,"VMWare, Windows Server",".NET, CSS, HTML, Javascript, PHP, Python, SQL, VBA",".NET Core, Bootstrap, jQuery","Microsoft SQL Server, MySQL, SQLite",Ninguna de las anteriores,Maestría,En curso,UNLP - Universidad Nacional de La Plata,47,Hombre Cis,False,Senior,380000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),217527.0,Data Scientist,0,0,"Amazon Web Services, Azure, IBM Cloud / Watson",Python,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Doctorado,En curso,UBA - Universidad de Buenos Aires,36,Hombre Cis,False,Junior,262080.0
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),171500.0,Data Engineer,2,0,"Docker, Google Cloud Platform","Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MySQL, PostgreSQL",Ninguna de las anteriores,Universitario,Completo,UNC - Universidad Nacional de Córdoba,26,Hombre Cis,False,Junior,205000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),323000.0,Developer,1,0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Java, Javascript, SQL, TypeScript","Next.js, Node.js, React.js, Spring","Amazon DynamoDB, MongoDB, MySQL, PostgreSQL, Redis","Jest, Postman",Terciario,Incompleto,UTN - Universidad Tecnológica Nacional,39,Hombre Cis,False,Junior,387000.0
Santa Fe,Part-Time,Staff (planta permanente),223000.0,QA / Tester,3,0,"Firebase, clickup, confluence",SQL,Ninguno de los anteriores,"MySQL, PostgreSQL",Ninguna de las anteriores,Universitario,En curso,UTN - Universidad Tecnológica Nacional,26,Mujer Cis,False,Semi-Senior,229665.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,325000.0,Networking,5,0,"Linux, F5, Cisco, Fortinet, Juniper, Huawei, Citrix",Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,En curso,UBA - Universidad de Buenos Aires,24,Hombre Cis,False,Semi-Senior,490000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),299000.0,QA / Tester,6,0,OpenShift,"Bash/Shell, Javascript, Python, SQL","Flask, Node.js",Microsoft SQL Server,"Cypress, Postman",Universitario,En curso,UBA - Universidad de Buenos Aires,25,Hombre Cis,False,Senior,350000.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),174300.0,QA / Tester,1,0,Ninguna de las anteriores,"CSS, HTML, Java",Ninguno de los anteriores,Oracle,"Cucumber, JUnit, Postman, Selenium",Posgrado/Especialización,Completo,UNS - Universidad Nacional del Sur,44,Mujer Cis,False,Junior,210000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),890000.0,Technical Leader,25,17,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server",Bash/Shell,Ninguno de los anteriores,"Cassandra, Google Cloud Storage, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,46,Hombre Cis,False,Senior,1300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),755000.0,Manager / Director,20,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Serverless","PHP, SQL","Drupal, jQuery, Next.js, Node.js, React.js, WordPress","Amazon RDS/Aurora, Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,ITBA Instituto Tecnológico de Buenos Aires,45,Hombre Cis,False,Senior,1200000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),400000.0,QA / Tester,15,0,"Azure, Windows Server",SQL,Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",Ninguna de las anteriores,Terciario,Completo,ESBA - Escuela Superior Buenos Aires,55,Hombre Cis,False,Senior,480000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),269180.0,UX,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Incompleto,UAI - Universidad Abierta Interamericana,30,Hombre Cis,False,Junior,313000.0
Santa Fe,Full-Time,Staff (planta permanente),197080.0,Developer,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript, Python","Django, React.js",SQLite,Postman,Universitario,En curso,UTN - Universidad Tecnológica Nacional,26,Mujer Cis,False,Junior,233230.0
Ciudad Autónoma de Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),500000.0,Consultant,10,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Posgrado/Especialización,Completo,UTN - Universidad Tecnológica Nacional,40,Hombre Cis,False,Senior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),482000.0,Developer,13,0,"Docker, Linux, OpenShift, Windows Server","Javascript, Python","Django, Flask, React.js","MongoDB, PostgreSQL, Redis","Jest, Postman",Universitario,Completo,UP - Universidad de Palermo,37,Hombre Cis,False,Senior,836000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),420000.0,Developer,1,0,"Amazon Web Services, Docker, Serverless","Python, SQL","Flask, TensorFlow, Torch","PostgreSQL, SQLite",Postman,Posgrado/Especialización,En curso,UNNNE - Universidad Nacional del Nordeste,31,Hombre Cis,False,Junior,620000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),350000.0,Consultant,17,4,"Docker, Linux, VMWare, Windows Server","HTML, Java, Javascript, PHP, SQL",SOAP / REST,"Microsoft SQL Server, MySQL, Oracle, PostgreSQL",SoapUI,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,40,Hombre Cis,False,Senior,450000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,Developer,7,0,"Docker, Kubernetes, Linux, OpenShift","Javascript, TypeScript","Next.js, Node.js, React.js",Ninguna de las anteriores,Jest,Universitario,En curso,UBA - Universidad de Buenos Aires,26,Prefiero no decir,False,Senior,680000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),424862.0,BI Analyst / Data Analyst,7,1,Google Cloud Platform,"Javascript, Python, SQL",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,Terciario,En curso,UTN - Universidad Tecnológica Nacional,36,Hombre Cis,False,Senior,685000.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),245000.0,Optimization Specialist (marketing),0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Terciario,En curso,ISSD - Instituto Superior Santo Domingo,24,Hombre Cis,False,Junior,290000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),220000.0,Developer,0,0,"Amazon Web Services, Windows Server","Javascript, SQL, plsql y tsql",Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,Universitario,En curso,UNLP - Universidad Nacional de La Plata,28,Hombre Cis,False,Junior,280000.0
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),448200.0,DBA,10,0,"Linux, Windows Server","Bash/Shell, SQL",Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,Universitario,Completo,UTN - Universidad Tecnológica Nacional,51,Hombre Cis,False,Senior,540000.0
Buenos Aires,Full-Time,Participación societaria en una cooperativa,416000.0,Developer,12,0,"Amazon Web Services, Firebase","CSS, HTML, Java, SQL, TypeScript","Angular, Bootstrap, Hibernate, Node.js, Spring","Amazon DynamoDB, Oracle",Postman,Terciario,En curso,ESBA - Escuela Superior Buenos Aires,35,Hombre Cis,False,Senior,610000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),600000.0,Technical Leader,20,2,"Amazon Web Services, Google Cloud Platform, Linux","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel, Node.js, Symfony, WordPress","Amazon RDS/Aurora, ElasticSearch, MariaDB, MySQL, Redis",Postman,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,43,Hombre Cis,False,Senior,800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),525337.0,Technical Leader,2,7,"Amazon Web Services, Docker, Linux","CSS, Javascript, PHP, SQL","React.js, Symfony",PostgreSQL,PHPUnit,Terciario,Completo,UTN - Universidad Tecnológica Nacional,39,Hombre Cis,False,Junior,784901.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),343500.0,Data Engineer,1,0,"Amazon Web Services, Docker, Linux","Bash/Shell, Python",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Universitario,Completo,UNGS - Universidad Nacional de General Sarmiento,30,Hombre Cis,False,Junior,451500.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),138226.0,Manager / Director,7,4,"Amazon Web Services, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Maestría,En curso,USAL - Universidad del Salvador,53,Hombre Cis,False,Senior,166537.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000.0,BI Analyst / Data Analyst,2,0,Ninguna de las anteriores,"SQL, VBA",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Terciario,En curso,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,26,Hombre Cis,False,Junior,300000.0
Córdoba,Part-Time,Tercerizado (trabajo a través de consultora o agencia),90000.0,Developer,1,0,"Google Cloud Platform, Linux, Solaris","CSS, HTML, Javascript, SQL","Flutter, Next.js, Node.js, React.js","Amazon DynamoDB, Amazon Redshift, ",Ninguna de las anteriores,Universitario,En curso,Universidad Siglo 21,24,Mujer Cis,False,Junior,80000.0
Córdoba,Full-Time,Staff (planta permanente),366137.0,Developer,3,0,Docker,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, Node.js","Microsoft SQL Server, MySQL",Postman,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,31,Hombre Cis,False,Semi-Senior,437211.5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),214000.0,UX,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Doctorado,Completo,UBA - Universidad de Buenos Aires,33,Mujer Cis,False,Junior,277000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),465000.0,Technical Leader,10,7,Mainframe,COBOL,Ninguno de los anteriores,IBM Db2,Ninguna de las anteriores,Universitario,Incompleto,UTN - Universidad Tecnológica Nacional,41,Hombre Cis,False,Senior,500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),440000.0,Business Analyst,6,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Universitario,Completo,UBA - Universidad de Buenos Aires,27,Mujer Cis,False,Senior,550000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),401575.0,Developer,2,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, CSS, Go, HTML, Javascript, Python, SQL, TypeScript","Flask, Next.js, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, MySQL, Redis","Cucumber, Jest, Postman, Puppeteer",Universitario,En curso,UBA - Universidad de Buenos Aires,21,No binarie,False,Junior,478663.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),374992.0,Architect,15,0,"Azure, Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,Posgrado/Especialización,En curso,UTN - Universidad Tecnológica Nacional,38,Hombre Cis,False,Senior,464600.0
